suite,ablated_input_mase_micro_mean,capability_id,capability_level,dataset_count,full_input_mase_micro_mean,model_id,paired_view_count,positive_degradation_fraction,schema_version,target_only_mase_degradation_micro_mean,target_only_mase_degradation_task_equal_mean,target_only_response_ratio_micro_mean,term
fev,3.4712979334649736,common_factor,3,8,3.3867857357680866,Chronos-2,260,0.5846153846153846,cafe.target_only_ablation_trial.v1,0.08451219769688727,0.04424999411594352,0.2607555340228742,native
fev,3.9949514088407945,common_factor,4,8,3.860316678580021,Chronos-2,260,0.5653846153846154,cafe.target_only_ablation_trial.v1,0.13463473026077324,0.0631899150515453,0.19005732820971438,native
fev,4.589770063216705,common_factor,5,8,4.371391541002215,Chronos-2,260,0.5192307692307693,cafe.target_only_ablation_trial.v1,0.21837852221449133,0.0958406037032917,0.14084658806241743,native
fev,2.6574822317635123,covariate_impulse_response,1,8,3.4078613943092506,Chronos-2,17495,0.4756216061731923,cafe.target_only_ablation_trial.v1,-0.7503791625457386,2.991433117993586,10.481160537334477,native
fev,2.6301077600913514,covariate_impulse_response,2,8,3.3721424211211763,Chronos-2,17495,0.4525864532723635,cafe.target_only_ablation_trial.v1,-0.7420346610298255,3.0003784646974454,6.572398497690946,native
fev,2.584083941966748,covariate_impulse_response,3,8,3.316577044724033,Chronos-2,17495,0.42160617319234067,cafe.target_only_ablation_trial.v1,-0.7324931027572855,2.9549015703650405,4.425185863748072,native
fev,2.520872332473163,covariate_impulse_response,4,8,3.2451017934710515,Chronos-2,17495,0.3911403258073735,cafe.target_only_ablation_trial.v1,-0.724229460997889,2.8900106913324946,3.002705850110919,native
fev,2.463775164402723,covariate_impulse_response,5,8,3.189950362462054,Chronos-2,17495,0.3649614175478708,cafe.target_only_ablation_trial.v1,-0.7261751980593317,2.8386928119777024,2.0972893496785576,native
fev,3.789117728116876,cross_series_dependence,1,8,3.8193858307689084,Chronos-2,260,0.5230769230769231,cafe.target_only_ablation_trial.v1,-0.03026810265203218,-0.007334225018605717,1.2671634231657123,native
fev,4.15053013746677,cross_series_dependence,2,8,4.144897783515865,Chronos-2,260,0.5115384615384615,cafe.target_only_ablation_trial.v1,0.005632353950904403,0.007300890256628946,0.843128280980537,native
fev,4.591794567317885,cross_series_dependence,3,8,4.561550683858376,Chronos-2,260,0.5153846153846153,cafe.target_only_ablation_trial.v1,0.030243883459508843,0.017405875172395693,0.587658209092597,native
fev,5.317001537040318,cross_series_dependence,4,8,5.229239756311142,Chronos-2,260,0.5153846153846153,cafe.target_only_ablation_trial.v1,0.08776178072917623,0.04197002339182779,0.4326642834154256,native
fev,6.081450456322359,cross_series_dependence,5,8,6.080958301092152,Chronos-2,260,0.5653846153846154,cafe.target_only_ablation_trial.v1,0.0004921552302077991,0.007343192574443993,0.34198654481950913,native
fev,3.0687866815648355,common_factor,1,8,3.1358946670741603,Timer-4.0,260,0.4269230769230769,cafe.target_only_ablation_trial.v1,-0.06710798550932497,-0.027827214111020307,0.3913969217577833,native
fev,3.2213969848031083,common_factor,2,8,3.331373064665959,Timer-4.0,260,0.4115384615384615,cafe.target_only_ablation_trial.v1,-0.10997607986285136,-0.046145640475638905,0.2555350628653183,native
fev,3.372598045748512,common_factor,3,8,3.4528189107323555,Timer-4.0,260,0.45384615384615384,cafe.target_only_ablation_trial.v1,-0.08022086498384409,-0.0343845251865173,0.17706466434164642,native
fev,3.414530187072365,common_factor,4,8,3.489676741347801,Timer-4.0,260,0.47692307692307695,cafe.target_only_ablation_trial.v1,-0.07514655427543536,-0.03411402466195644,0.12555537459950095,native
fev,3.648006673298786,common_factor,5,8,3.722930061668051,Timer-4.0,260,0.4346153846153846,cafe.target_only_ablation_trial.v1,-0.07492338836926367,-0.03402824224798494,0.0903638100764516,native
fev,1.52934014804431,covariate_impulse_response,1,8,2.0851703233735357,Timer-4.0,17495,0.42623606744784226,cafe.target_only_ablation_trial.v1,-0.5558301753292253,-0.09013413378424093,6.275120867676044,native
fev,1.4885413795520583,covariate_impulse_response,2,8,2.047208696405205,Timer-4.0,17495,0.3730780222920835,cafe.target_only_ablation_trial.v1,-0.5586673168531465,-0.10137678652372545,3.884168115941732,native
fev,1.4643180431055962,covariate_impulse_response,3,8,2.026153519810917,Timer-4.0,17495,0.3333523863961132,cafe.target_only_ablation_trial.v1,-0.5618354767053206,-0.1287928015197975,2.6223513918227916,native
fev,1.4672785290419523,covariate_impulse_response,4,8,2.0296694011762813,Timer-4.0,17495,0.3115175764504144,cafe.target_only_ablation_trial.v1,-0.562390872134329,-0.1208519659855027,1.800321032927392,native
fev,1.4928403338293204,covariate_impulse_response,5,8,2.051540916306942,Timer-4.0,17495,0.3103172334952844,cafe.target_only_ablation_trial.v1,-0.5587005824776217,-0.1034272159799747,1.272300266238972,native
fev,3.1521790291766387,cross_series_dependence,1,8,3.0857313633779917,Timer-4.0,260,0.48846153846153845,cafe.target_only_ablation_trial.v1,0.06644766579864607,0.024667502370849838,1.1962708421224346,native
fev,3.5618167987285356,cross_series_dependence,2,8,3.4719398169798557,Timer-4.0,260,0.5038461538461538,cafe.target_only_ablation_trial.v1,0.0898769817486802,0.033322506317091945,0.7880163085362581,native
fev,4.008797290366745,cross_series_dependence,3,8,3.9417907861137187,Timer-4.0,260,0.46923076923076923,cafe.target_only_ablation_trial.v1,0.0670065042530261,0.023394534259727068,0.5286037354835895,native
fev,4.819071986159755,cross_series_dependence,4,8,4.789985611394099,Timer-4.0,260,0.46923076923076923,cafe.target_only_ablation_trial.v1,0.029086374765655783,0.009239118888650314,0.36683537274727585,native
fev,5.878308380236244,cross_series_dependence,5,8,5.845703930543416,Timer-4.0,260,0.4807692307692308,cafe.target_only_ablation_trial.v1,0.03260444969282741,0.013371716216591412,0.2572674122844788,native
fev,0.39839321923254545,covariate_impulse_response,1,6,0.3683391574697479,timesfm2.5,10756,0.5892525102268501,cafe.target_only_ablation_trial.v1,0.030054061762797558,0.042073551593401044,0.972471211761123,native
fev,0.436428307889311,covariate_impulse_response,2,6,0.40472509428568404,timesfm2.5,10756,0.583674228337672,cafe.target_only_ablation_trial.v1,0.03170321360362696,0.03653207787781019,0.5847715230688073,native
fev,0.49455010532348875,covariate_impulse_response,3,6,0.46379472135591676,timesfm2.5,10756,0.5819077724060989,cafe.target_only_ablation_trial.v1,0.030755383967572058,0.0283743879328589,0.3988982104106702,native
fev,0.5817476711632423,covariate_impulse_response,4,6,0.5529938296822235,timesfm2.5,10756,0.5896243956861287,cafe.target_only_ablation_trial.v1,0.02875384148101884,0.04018622436083377,0.28525602880713546,native
fev,0.7046747661618873,covariate_impulse_response,5,6,0.6793381395768492,timesfm2.5,10756,0.5821866865005578,cafe.target_only_ablation_trial.v1,0.025336626585038095,0.04003014682864082,0.21494623860160014,native
fev,3.5704483758053716,common_factor,1,8,3.576615081714254,tirex2,260,0.4653846153846154,cafe.target_only_ablation_trial.v1,-0.006166705908882695,-0.003957442950381135,0.16022519133561444,native
fev,4.197475354993607,common_factor,2,8,4.224209596098193,tirex2,260,0.5,cafe.target_only_ablation_trial.v1,-0.026734241104585086,-0.012052531270045873,0.10611000264201417,native
fev,4.686867508993753,common_factor,3,8,4.749982589439578,tirex2,260,0.49230769230769234,cafe.target_only_ablation_trial.v1,-0.06311508044582467,-0.0259821320305089,0.07290849376932222,native
fev,5.311223280010632,common_factor,4,8,5.3940605310927365,tirex2,260,0.49230769230769234,cafe.target_only_ablation_trial.v1,-0.08283725108210493,-0.03460945775897522,0.05402807668197851,native
fev,5.297723602383914,common_factor,5,8,5.346266804972928,tirex2,260,0.5115384615384615,cafe.target_only_ablation_trial.v1,-0.048543202589016,-0.021411743530235693,0.040553591669752954,native
fev,2.139486969814145,covariate_impulse_response,1,8,3.197856915713975,tirex2,17495,0.26470420120034294,cafe.target_only_ablation_trial.v1,-1.0583699458998295,0.03994091612970105,7.477528589844369,native
fev,2.142610923724114,covariate_impulse_response,2,8,3.1853207036674656,tirex2,17495,0.2743641040297228,cafe.target_only_ablation_trial.v1,-1.042709779943351,0.056800590532264245,4.715130011774913,native
fev,2.1487108265875343,covariate_impulse_response,3,8,3.171393602888652,tirex2,17495,0.2739639897113461,cafe.target_only_ablation_trial.v1,-1.0226827763011177,0.04087991215415901,3.212882137115872,native
fev,2.1597828294318093,covariate_impulse_response,4,8,3.1632927214317133,tirex2,17495,0.2672763646756216,cafe.target_only_ablation_trial.v1,-1.003509891999904,0.016666375173736536,2.2208712646750612,native
fev,2.1841527006184007,covariate_impulse_response,5,8,3.1673163872539085,tirex2,17495,0.2594455558731066,cafe.target_only_ablation_trial.v1,-0.9831636866355077,0.03800805508664984,1.5804641727014384,native
fev,3.1763141244498434,cross_series_dependence,1,8,3.187701986146175,tirex2,260,0.5307692307692308,cafe.target_only_ablation_trial.v1,-0.011387861696331962,-0.0051284301626267625,0.44974543359568153,native
fev,3.5532414607778295,cross_series_dependence,2,8,3.5667399928182655,tirex2,260,0.5192307692307693,cafe.target_only_ablation_trial.v1,-0.013498532040436599,-0.005872180786203425,0.29486291297889977,native
fev,4.010431584100908,cross_series_dependence,3,8,4.017723094095327,tirex2,260,0.5076923076923077,cafe.target_only_ablation_trial.v1,-0.0072915099944204365,-0.0036323741765993856,0.20094895809453725,native
fev,4.83446397529708,cross_series_dependence,4,8,4.871016920407306,tirex2,260,0.5076923076923077,cafe.target_only_ablation_trial.v1,-0.036552945110226755,-0.015973267560464348,0.13938440050731787,native
fev,5.890944902857126,cross_series_dependence,5,8,5.934098225343797,tirex2,260,0.5307692307692308,cafe.target_only_ablation_trial.v1,-0.04315332248667073,-0.017226925769423303,0.10519687266572017,native
fev,3.597611903881896,common_factor,1,8,3.246784097540128,toto2.0,260,0.5076923076923077,cafe.target_only_ablation_trial.v1,0.3508278063417684,0.14917229450071287,0.35127376995575943,native
fev,3.6057216016604863,common_factor,2,8,3.2644040531634313,toto2.0,260,0.5,cafe.target_only_ablation_trial.v1,0.3413175484970548,0.1419404743652313,0.21793780194343068,native
fev,3.5201448047128956,common_factor,3,8,3.1749576870401213,toto2.0,260,0.5076923076923077,cafe.target_only_ablation_trial.v1,0.34518711767277405,0.1426686952796574,0.15503599601856516,native
fev,3.4856420223227538,common_factor,4,8,3.1530509612885362,toto2.0,260,0.5038461538461538,cafe.target_only_ablation_trial.v1,0.33259106103421804,0.13797637445197042,0.11552382881481325,native
fev,3.3618004396117933,common_factor,5,8,3.1166111761127047,toto2.0,260,0.5,cafe.target_only_ablation_trial.v1,0.2451892634990887,0.10249085649378525,0.0851662335378131,native
fev,4.821300984469075,cross_series_dependence,1,8,3.6666801832759384,toto2.0,260,0.5923076923076923,cafe.target_only_ablation_trial.v1,1.154620801193137,0.47263038964854615,0.7748205287953718,native
fev,5.260111625761795,cross_series_dependence,2,8,4.076131158400268,toto2.0,260,0.6076923076923076,cafe.target_only_ablation_trial.v1,1.1839804673615255,0.4864163427105923,0.49280624616918617,native
fev,5.711364926258138,cross_series_dependence,3,8,4.495843943362068,toto2.0,260,0.65,cafe.target_only_ablation_trial.v1,1.2155209828960691,0.5019838255030614,0.35269996846599194,native
fev,6.600747525049911,cross_series_dependence,4,8,5.355355009803995,toto2.0,260,0.6807692307692308,cafe.target_only_ablation_trial.v1,1.2453925152459144,0.5168189570871166,0.2651865775304628,native
fev,7.873588300011687,cross_series_dependence,5,8,6.561064513763349,toto2.0,260,0.6692307692307692,cafe.target_only_ablation_trial.v1,1.3125237862483374,0.5467999634276712,0.1975280825803113,native
