objective_id,corpus,step,metric,dataset_id,capability_id,capability_level,baseline,value,absolute_change,relative_change_percent,improved
default,train,0,mase,gift_jena_weather_h,multi_seasonal,1,0.4390293339831903,0.4390293339831903,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,multi_seasonal,2,0.4783847652341504,0.4783847652341504,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,multi_seasonal,3,0.512585301454977,0.512585301454977,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,multi_seasonal,4,0.5558428437853489,0.5558428437853489,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,multi_seasonal,5,0.5911116282848298,0.5911116282848298,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,predictable_intermittency,1,0.3921511253647508,0.3921511253647508,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,predictable_intermittency,2,0.4735433090461613,0.4735433090461613,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,predictable_intermittency,3,0.4767268728885607,0.4767268728885607,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,predictable_intermittency,4,0.4422100906634312,0.4422100906634312,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,predictable_intermittency,5,0.41987257559977065,0.41987257559977065,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,regime_switching,1,0.3919270165128589,0.3919270165128589,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,regime_switching,2,0.3930117004843805,0.3930117004843805,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,regime_switching,3,0.3966329557855318,0.3966329557855318,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,regime_switching,4,0.3938427539585717,0.3938427539585717,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,regime_switching,5,0.4015593378448037,0.4015593378448037,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,time_varying_seasonality,1,0.3928893871349878,0.3928893871349878,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,time_varying_seasonality,2,0.39295633320776024,0.39295633320776024,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,time_varying_seasonality,3,0.39200477422930124,0.39200477422930124,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,time_varying_seasonality,4,0.39581561540599763,0.39581561540599763,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,time_varying_seasonality,5,0.40100536434055284,0.40100536434055284,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,trend,1,0.3931312076660457,0.3931312076660457,0.0,0.0,False
