metric,model_id,capability_id,capability_level,n,mean,std,cv,median,min,max,range,desired_direction_rate,direction_agreement,direction_unanimous,mean_approximate_within_seed_task_se,seed_sd_to_task_se_ratio
capability_effect_nrmse,Timer-4.0,covariate_impulse_response,5,10,0.36423429119102213,0.08570687327139923,0.23530698603677155,0.33761680300195984,0.27726797498916594,0.5367236335208627,0.2594556585316968,1.0,1.0,True,0.12660484462580032,0.6769636148183649
capability_effect_nrmse,Timer-4.0,cross_series_dependence,1,10,0.9370796098672576,0.05225943320863697,0.055768402874585864,0.9421823469663417,0.8618855932496219,1.0253028771743495,0.16341728392472765,0.9,0.9,False,0.12057756199798489,0.4334092707025403
capability_effect_nrmse,Timer-4.0,cross_series_dependence,2,10,0.9619971726844774,0.03456788877201065,0.035933461920213426,0.9724651942347294,0.8983198123072946,1.0087590340390524,0.1104392217317578,0.8,0.8,False,0.12586689878621188,0.274638440331521
capability_effect_nrmse,Timer-4.0,cross_series_dependence,3,10,0.9912356322010778,0.07366700315072376,0.0743183565618432,0.9753038790629251,0.8743353070605661,1.1236822258536394,0.24934691879307336,0.7,0.7,False,0.1488798682478794,0.49480835802508205
capability_effect_nrmse,Timer-4.0,cross_series_dependence,4,10,0.9895832608658092,0.06249498695261417,0.06315283354523991,0.9815263499440346,0.8891224610152111,1.0995067650133261,0.21038430399811503,0.7,0.7,False,0.1496949937632739,0.41748214406851236
capability_effect_nrmse,Timer-4.0,cross_series_dependence,5,10,0.9923063737256774,0.057931935136847273,0.05838109748236136,0.9849245243213185,0.9005756552743692,1.0900570280732222,0.18948137279885302,0.6,0.6,False,0.15303424581878775,0.37855536730939393
capability_effect_nrmse,Timer-4.0,multi_seasonal,1,10,0.8182096072310054,0.07286433606405261,0.08905338610070952,0.8141871691991966,0.6944705958070799,0.9142706238513092,0.21980002804422927,1.0,1.0,True,0.21963329008933993,0.3317545169696893
capability_effect_nrmse,Timer-4.0,multi_seasonal,2,10,0.9109019305994389,0.06529483936847809,0.07168152484374404,0.9232300239239037,0.789573039545125,1.0009356571170307,0.21136261757190566,0.9,0.9,False,0.21845098467003013,0.2988992678019092
capability_effect_nrmse,Timer-4.0,multi_seasonal,3,10,0.9883087952016132,0.07972229290678638,0.08066536824710052,1.0032509532362108,0.8802751847283456,1.1389812669348127,0.25870608220646707,0.5,0.5,False,0.22861400114713365,0.34872008060205345
capability_effect_nrmse,Timer-4.0,multi_seasonal,4,10,1.0339203729022102,0.0669719993470671,0.06477481351786983,1.0465868135693448,0.9128268957926426,1.1264804134238853,0.21365351763124263,0.4,0.6,False,0.23115523482448141,0.28972737475713944
