suite,capability_id,left_model_id,right_model_id,paired_task_count,mean_difference_left_minus_right,paired_task_bootstrap_95_ci_lower,paired_task_bootstrap_95_ci_upper,significant_uncorrected,better_model_id
GIFT-Short,common_factor,Timer-3.5,moirai2,4,-0.05233105335,-0.2083811858,0.05143666709,False,
GIFT-Short,common_factor,Timer-3.5,toto2.0,4,0.01027006259,-0.1302281672,0.09758734116,False,
GIFT-Short,common_factor,timesfm2.5,tirex2,4,0.07460960171,-0.00934883182,0.190902653,False,
GIFT-Short,common_factor,timesfm2.5,moirai2,4,-0.01994726439,-0.06258992151,0.02570265365,False,
GIFT-Short,common_factor,timesfm2.5,toto2.0,4,0.04265385154,-0.1672424109,0.2426652773,False,
GIFT-Short,common_factor,tirex2,moirai2,4,-0.0945568661,-0.2163260698,0.02212428118,False,
GIFT-Short,common_factor,tirex2,toto2.0,4,-0.03195575017,-0.2175202245,0.07577111321,False,
GIFT-Short,common_factor,moirai2,toto2.0,4,0.06260111593,-0.1180073061,0.2660474149,False,
GIFT-Short,covariate_impulse_response,Chronos-2,Timer-4.0,6,-0.1638334803,-0.6078451135,0.2017579933,False,
GIFT-Short,covariate_impulse_response,Chronos-2,Timer-3.5,6,0.07203340489,-0.1660217122,0.3392830821,False,
GIFT-Short,covariate_impulse_response,Chronos-2,timesfm2.5,6,0.1311752245,-0.1131862636,0.3828234349,False,
GIFT-Short,covariate_impulse_response,Chronos-2,tirex2,6,-0.224212189,-0.9924550714,0.3104437482,False,
GIFT-Short,covariate_impulse_response,Chronos-2,moirai2,6,-0.05831326645,-0.2805273597,0.2659648698,False,
GIFT-Short,covariate_impulse_response,Chronos-2,toto2.0,6,-0.005817021041,-0.3042624844,0.2728495741,False,
GIFT-Short,covariate_impulse_response,Timer-4.0,Timer-3.5,6,0.2358668852,-0.1111025952,0.8711114754,False,
GIFT-Short,covariate_impulse_response,Timer-4.0,timesfm2.5,6,0.2950087048,-0.03116453684,0.8590537784,False,
GIFT-Short,covariate_impulse_response,Timer-4.0,tirex2,6,-0.06037870869,-0.3846099579,0.1389556654,False,
GIFT-Short,covariate_impulse_response,Timer-4.0,moirai2,6,0.1055202138,-0.3582857912,0.8406987639,False,
GIFT-Short,covariate_impulse_response,Timer-4.0,toto2.0,6,0.1580164592,0.0240663664,0.3151245616,True,toto2.0
GIFT-Short,covariate_impulse_response,Timer-3.5,timesfm2.5,6,0.05914181966,-0.05428262532,0.1756259501,False,
GIFT-Short,covariate_impulse_response,Timer-3.5,tirex2,6,-0.2962455939,-1.243787376,0.2213998772,False,
GIFT-Short,covariate_impulse_response,Timer-3.5,moirai2,6,-0.1303466713,-0.2601413149,0.002607191803,False,
GIFT-Short,covariate_impulse_response,Timer-3.5,toto2.0,6,-0.07785042593,-0.5785433779,0.2169353041,False,
GIFT-Short,covariate_impulse_response,timesfm2.5,tirex2,6,-0.3553874135,-1.240915556,0.142232627,False,
GIFT-Short,covariate_impulse_response,timesfm2.5,moirai2,6,-0.189488491,-0.3864228592,0.007445877169,False,
GIFT-Short,covariate_impulse_response,timesfm2.5,toto2.0,6,-0.1369922456,-0.5761114197,0.1783942187,False,
GIFT-Short,covariate_impulse_response,tirex2,moirai2,6,0.1658989225,-0.4276132155,1.187329029,False,
GIFT-Short,covariate_impulse_response,tirex2,toto2.0,6,0.2183951679,-0.06276260081,0.6857826654,False,
GIFT-Short,covariate_impulse_response,moirai2,toto2.0,6,0.05249624541,-0.5248012053,0.4152183705,False,
GIFT-Short,time_varying_seasonality,Chronos-2,Timer-4.0,19,-0.09345393684,-0.1663674172,-0.02414339158,True,Chronos-2
GIFT-Short,time_varying_seasonality,Chronos-2,Timer-3.5,19,-0.1448538951,-0.2190835301,-0.07726271661,True,Chronos-2
GIFT-Short,time_varying_seasonality,Chronos-2,timesfm2.5,19,-0.1499390266,-0.2665317326,-0.05221959093,True,Chronos-2
GIFT-Short,time_varying_seasonality,Chronos-2,tirex2,19,-0.05081509404,-0.1356818208,0.02612140078,False,
GIFT-Short,time_varying_seasonality,Chronos-2,moirai2,19,-0.2110057938,-0.4033306589,-0.07467257567,True,Chronos-2
GIFT-Short,time_varying_seasonality,Chronos-2,toto2.0,19,-0.04171934105,-0.2008920401,0.07316298972,False,
GIFT-Short,time_varying_seasonality,Timer-4.0,Timer-3.5,19,-0.05139995822,-0.1194587338,0.00752553461,False,
GIFT-Short,time_varying_seasonality,Timer-4.0,timesfm2.5,19,-0.05648508978,-0.17909525,0.05141047616,False,
GIFT-Short,time_varying_seasonality,Timer-4.0,tirex2,19,0.04263884281,-0.05938005673,0.1243430578,False,
GIFT-Short,time_varying_seasonality,Timer-4.0,moirai2,19,-0.1175518569,-0.3378656486,0.03515041637,False,
GIFT-Short,time_varying_seasonality,Timer-4.0,toto2.0,19,0.05173459579,-0.1311551666,0.1922209926,False,
GIFT-Short,time_varying_seasonality,Timer-3.5,timesfm2.5,19,-0.005085131561,-0.109852365,0.08928460818,False,
GIFT-Short,time_varying_seasonality,Timer-3.5,tirex2,19,0.09403880102,0.01505431409,0.1632907315,True,tirex2
GIFT-Short,time_varying_seasonality,Timer-3.5,moirai2,19,-0.0661518987,-0.2333845014,0.06646485399,False,
GIFT-Short,time_varying_seasonality,Timer-3.5,toto2.0,19,0.103134554,-0.08183372127,0.2574784701,False,
GIFT-Short,time_varying_seasonality,timesfm2.5,tirex2,19,0.09912393259,-0.01301245744,0.2172661622,False,
GIFT-Short,time_varying_seasonality,timesfm2.5,moirai2,19,-0.06106676714,-0.2409445843,0.08256098782,False,
GIFT-Short,time_varying_seasonality,timesfm2.5,toto2.0,19,0.1082196856,-0.04744140267,0.2576281202,False,
GIFT-Short,time_varying_seasonality,tirex2,moirai2,19,-0.1601906997,-0.3043022173,-0.03890494821,True,tirex2
GIFT-Short,time_varying_seasonality,tirex2,toto2.0,19,0.009095752981,-0.1669180259,0.1626560057,False,
GIFT-Short,time_varying_seasonality,moirai2,toto2.0,19,0.1692864527,-0.06803616287,0.4281085332,False,
GIFT-Short,multi_seasonal,Chronos-2,Timer-4.0,20,-0.130326513,-0.263389615,-0.009019546422,True,Chronos-2
GIFT-Short,multi_seasonal,Chronos-2,Timer-3.5,20,-0.1662423232,-0.3160748619,-0.02411961588,True,Chronos-2
GIFT-Short,multi_seasonal,Chronos-2,timesfm2.5,20,-0.02220773025,-0.1190605024,0.0973164902,False,
GIFT-Short,multi_seasonal,Chronos-2,tirex2,20,-0.06465193404,-0.3056922055,0.1137667395,False,
GIFT-Short,multi_seasonal,Chronos-2,moirai2,20,-0.2307047076,-0.3643136021,-0.09313115462,True,Chronos-2
GIFT-Short,multi_seasonal,Chronos-2,toto2.0,20,0.1426570847,0.04661379012,0.2240420914,True,toto2.0
GIFT-Short,multi_seasonal,Timer-4.0,Timer-3.5,20,-0.03591581025,-0.160692639,0.1469832843,False,
GIFT-Short,multi_seasonal,Timer-4.0,timesfm2.5,20,0.1081187827,-0.01512311853,0.3040886982,False,
GIFT-Short,multi_seasonal,Timer-4.0,tirex2,20,0.06567457892,-0.08044932982,0.1830634481,False,
GIFT-Short,multi_seasonal,Timer-4.0,moirai2,20,-0.1003781947,-0.2645990572,0.1108015275,False,
GIFT-Short,multi_seasonal,Timer-4.0,toto2.0,20,0.2729835977,0.1771119373,0.3794908792,True,toto2.0
GIFT-Short,multi_seasonal,Timer-3.5,timesfm2.5,20,0.144034593,0.06906606134,0.2589787087,True,timesfm2.5
GIFT-Short,multi_seasonal,Timer-3.5,tirex2,20,0.1015903892,-0.2082367072,0.311555442,False,
GIFT-Short,multi_seasonal,Timer-3.5,moirai2,20,-0.06446238442,-0.1837297531,0.07821917794,False,
GIFT-Short,multi_seasonal,Timer-3.5,toto2.0,20,0.308899408,0.1144076637,0.4911521785,True,toto2.0
GIFT-Short,multi_seasonal,timesfm2.5,tirex2,20,-0.04244420379,-0.3497912876,0.1468830151,False,
GIFT-Short,multi_seasonal,timesfm2.5,moirai2,20,-0.2084969774,-0.2905983364,-0.1308524637,True,timesfm2.5
GIFT-Short,multi_seasonal,timesfm2.5,toto2.0,20,0.164864815,-0.01436699669,0.2900866413,False,
GIFT-Short,multi_seasonal,tirex2,moirai2,20,-0.1660527736,-0.3763462643,0.1552567452,False,
GIFT-Short,multi_seasonal,tirex2,toto2.0,20,0.2073090188,0.06837057041,0.3807200176,True,toto2.0
GIFT-Short,multi_seasonal,moirai2,toto2.0,20,0.3733617924,0.1746638456,0.5345686839,True,toto2.0
GIFT-Short,predictable_intermittency,Chronos-2,Timer-4.0,20,-0.02239714619,-0.09271734352,0.03957317724,False,
GIFT-Short,predictable_intermittency,Chronos-2,Timer-3.5,20,-0.009266811406,-0.1112717387,0.07668932808,False,
GIFT-Short,predictable_intermittency,Chronos-2,timesfm2.5,20,0.06778832062,-0.002288219192,0.1689654823,False,
GIFT-Short,predictable_intermittency,Chronos-2,tirex2,20,-0.06734765279,-0.2802891651,0.06693727299,False,
GIFT-Short,predictable_intermittency,Chronos-2,moirai2,20,-0.06018365646,-0.1419053109,0.04207472345,False,
GIFT-Short,predictable_intermittency,Chronos-2,toto2.0,20,-0.05034330381,-0.1379406925,0.009377347785,False,
GIFT-Short,predictable_intermittency,Timer-4.0,Timer-3.5,20,0.01313033478,-0.03213839606,0.05850398447,False,
GIFT-Short,predictable_intermittency,Timer-4.0,timesfm2.5,20,0.09018546681,0.02353536432,0.1750392891,True,timesfm2.5
GIFT-Short,predictable_intermittency,Timer-4.0,tirex2,20,-0.0449505066,-0.2757201925,0.09445438562,False,
GIFT-Short,predictable_intermittency,Timer-4.0,moirai2,20,-0.03778651028,-0.1264248346,0.05734288635,False,
GIFT-Short,predictable_intermittency,Timer-4.0,toto2.0,20,-0.02794615763,-0.1473767998,0.07361446794,False,
GIFT-Short,predictable_intermittency,Timer-3.5,timesfm2.5,20,0.07705513203,0.01405235316,0.1648301989,True,timesfm2.5
GIFT-Short,predictable_intermittency,Timer-3.5,tirex2,20,-0.05808084138,-0.3251325347,0.1111015117,False,
GIFT-Short,predictable_intermittency,Timer-3.5,moirai2,20,-0.05091684506,-0.1428585551,0.04997177118,False,
GIFT-Short,predictable_intermittency,Timer-3.5,toto2.0,20,-0.04107649241,-0.1982181033,0.09385965526,False,
GIFT-Short,predictable_intermittency,timesfm2.5,tirex2,20,-0.1351359734,-0.420354462,0.02113551505,False,
GIFT-Short,predictable_intermittency,timesfm2.5,moirai2,20,-0.1279719771,-0.1840239288,-0.08073648373,True,timesfm2.5
GIFT-Short,predictable_intermittency,timesfm2.5,toto2.0,20,-0.1181316244,-0.2907061614,-0.01274902293,True,timesfm2.5
GIFT-Short,predictable_intermittency,tirex2,moirai2,20,0.007163996325,-0.1724441999,0.3046114086,False,
GIFT-Short,predictable_intermittency,tirex2,toto2.0,20,0.01700434898,-0.07968695601,0.1554007069,False,
GIFT-Short,predictable_intermittency,moirai2,toto2.0,20,0.00984035265,-0.1690879675,0.1287455597,False,
GIFT-Short,cross_series_dependence,Chronos-2,Timer-4.0,8,-0.05195141858,-0.1112723683,-0.0004741966112,True,Chronos-2
GIFT-Short,cross_series_dependence,Chronos-2,Timer-3.5,8,-0.05337552689,-0.1390387748,0.02892052546,False,
GIFT-Short,cross_series_dependence,Chronos-2,timesfm2.5,8,-0.1974148689,-0.4342605294,-0.01074550529,True,Chronos-2
GIFT-Short,cross_series_dependence,Chronos-2,tirex2,8,-0.01529746381,-0.07661927568,0.05079943137,False,
GIFT-Short,cross_series_dependence,Chronos-2,moirai2,8,-0.05467903032,-0.1481348889,0.02340382303,False,
GIFT-Short,cross_series_dependence,Chronos-2,toto2.0,8,-0.4705034589,-1.364534155,0.007669542118,False,
GIFT-Short,cross_series_dependence,Timer-4.0,Timer-3.5,8,-0.001424108307,-0.04962367743,0.05821377479,False,
GIFT-Short,cross_series_dependence,Timer-4.0,timesfm2.5,8,-0.1454634503,-0.3548109389,0.0189474002,False,
GIFT-Short,cross_series_dependence,Timer-4.0,tirex2,8,0.03665395477,-0.0001596215634,0.07107447048,False,
GIFT-Short,cross_series_dependence,Timer-4.0,moirai2,8,-0.002727611745,-0.0420848503,0.03673699423,False,
GIFT-Short,cross_series_dependence,Timer-4.0,toto2.0,8,-0.4185520403,-1.288538237,0.05758878256,False,
GIFT-Short,cross_series_dependence,Timer-3.5,timesfm2.5,8,-0.144039342,-0.3891927351,0.04453082238,False,
GIFT-Short,cross_series_dependence,Timer-3.5,tirex2,8,0.03807806308,-0.04778475399,0.106498551,False,
GIFT-Short,cross_series_dependence,Timer-3.5,moirai2,8,-0.001303503438,-0.0578722167,0.05030951742,False,
GIFT-Short,cross_series_dependence,Timer-3.5,toto2.0,8,-0.417127932,-1.285388031,0.06899219525,False,
GIFT-Short,cross_series_dependence,timesfm2.5,tirex2,8,0.1821174051,0.03111438349,0.3751439771,True,tirex2
GIFT-Short,cross_series_dependence,timesfm2.5,moirai2,8,0.1427358385,-0.02810204655,0.3476729561,False,
GIFT-Short,cross_series_dependence,timesfm2.5,toto2.0,8,-0.27308859,-1.058495482,0.2137976492,False,
GIFT-Short,cross_series_dependence,tirex2,moirai2,8,-0.03938156652,-0.09804808772,0.01317290203,False,
GIFT-Short,cross_series_dependence,tirex2,toto2.0,8,-0.4552059951,-1.319816101,0.0179347072,False,
GIFT-Short,cross_series_dependence,moirai2,toto2.0,8,-0.4158244286,-1.283177264,0.07572545546,False,
