suite,benchmark,horizon_group,model_id,capability_id,capability_level,treatment_mase_task_equal,treatment_mae_task_equal,task_count
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,covariate_impulse_response,2,7.26920095,244.9259974,4
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,covariate_impulse_response,2,6.269935555,277.1920607,4
GIFT-Medium,GIFT-Eval,medium,moirai2,covariate_impulse_response,2,9.26913312,196.988476,4
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,covariate_impulse_response,2,5.992739435,263.8301216,4
GIFT-Medium,GIFT-Eval,medium,toto2.0,covariate_impulse_response,2,18.27264801,228.7205469,4
GIFT-Medium,GIFT-Eval,medium,Chronos-2,covariate_impulse_response,3,4.983437591,131.2815837,4
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,covariate_impulse_response,3,7.150753905,235.8820095,4
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,covariate_impulse_response,3,8.454406541,300.1948694,4
GIFT-Medium,GIFT-Eval,medium,moirai2,covariate_impulse_response,3,9.653005341,181.8214561,4
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,covariate_impulse_response,3,7.059797817,276.3035823,4
GIFT-Medium,GIFT-Eval,medium,toto2.0,covariate_impulse_response,3,19.34921551,231.9236922,4
GIFT-Medium,GIFT-Eval,medium,Chronos-2,covariate_impulse_response,4,5.519010589,136.6891651,4
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,covariate_impulse_response,4,6.264638981,231.5612747,4
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,covariate_impulse_response,4,10.20594314,315.5906268,4
GIFT-Medium,GIFT-Eval,medium,moirai2,covariate_impulse_response,4,9.847830583,186.0312519,4
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,covariate_impulse_response,4,7.887745963,288.8595085,4
GIFT-Medium,GIFT-Eval,medium,toto2.0,covariate_impulse_response,4,20.10004542,245.8548703,4
GIFT-Medium,GIFT-Eval,medium,Chronos-2,covariate_impulse_response,5,6.193896381,139.3931208,4
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,covariate_impulse_response,5,6.570053233,201.7429422,4
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,covariate_impulse_response,5,11.13624622,313.0014174,4
GIFT-Medium,GIFT-Eval,medium,moirai2,covariate_impulse_response,5,12.13496282,201.4512641,4
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,covariate_impulse_response,5,8.269682617,295.4173479,4
GIFT-Medium,GIFT-Eval,medium,toto2.0,covariate_impulse_response,5,20.14202701,265.2868945,4
GIFT-Medium,GIFT-Eval,medium,Chronos-2,cross_series_dependence,1,4.928078862,148.4434791,6
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,cross_series_dependence,1,5.246977403,190.912699,6
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,cross_series_dependence,1,5.300036591,206.6678317,6
GIFT-Medium,GIFT-Eval,medium,moirai2,cross_series_dependence,1,7.011586711,151.1854602,6
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,cross_series_dependence,1,5.336242997,176.8942908,6
GIFT-Medium,GIFT-Eval,medium,toto2.0,cross_series_dependence,1,12.67357748,174.5504188,6
GIFT-Medium,GIFT-Eval,medium,Chronos-2,cross_series_dependence,2,5.803738244,149.3160332,6
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,cross_series_dependence,2,6.07965616,192.30504,6
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,cross_series_dependence,2,6.215897032,210.0954767,6
GIFT-Medium,GIFT-Eval,medium,moirai2,cross_series_dependence,2,7.945568688,152.4867857,6
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,cross_series_dependence,2,6.214728072,178.2108632,6
GIFT-Medium,GIFT-Eval,medium,toto2.0,cross_series_dependence,2,13.65766813,176.2822699,6
GIFT-Medium,GIFT-Eval,medium,Chronos-2,cross_series_dependence,3,7.348025733,150.6507348,6
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,cross_series_dependence,3,7.722395463,194.2929233,6
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,cross_series_dependence,3,7.78269017,212.7754548,6
GIFT-Medium,GIFT-Eval,medium,moirai2,cross_series_dependence,3,9.514020299,154.3133845,6
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,cross_series_dependence,3,7.748272278,180.1318287,6
GIFT-Medium,GIFT-Eval,medium,toto2.0,cross_series_dependence,3,15.48817409,178.9611251,6
GIFT-Medium,GIFT-Eval,medium,Chronos-2,cross_series_dependence,4,8.865763412,152.6192244,6
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,cross_series_dependence,4,9.244565263,196.8331292,6
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,cross_series_dependence,4,9.31963076,216.0704483,6
GIFT-Medium,GIFT-Eval,medium,moirai2,cross_series_dependence,4,11.07663915,156.5944461,6
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,cross_series_dependence,4,9.24841391,182.7057948,6
GIFT-Medium,GIFT-Eval,medium,toto2.0,cross_series_dependence,4,17.48590509,182.1713494,6
GIFT-Medium,GIFT-Eval,medium,Chronos-2,cross_series_dependence,5,11.50343926,155.9385123,6
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,cross_series_dependence,5,11.91348754,200.6295411,6
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,cross_series_dependence,5,12.00634315,218.8864556,6
GIFT-Medium,GIFT-Eval,medium,moirai2,cross_series_dependence,5,13.9632528,160.4973549,6
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,cross_series_dependence,5,11.89522364,186.5655854,6
GIFT-Medium,GIFT-Eval,medium,toto2.0,cross_series_dependence,5,20.63653529,186.4894091,6
GIFT-Medium,GIFT-Eval,medium,Chronos-2,multi_seasonal,1,4.526437094,144.5488699,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,multi_seasonal,1,4.726770039,143.5547659,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,multi_seasonal,1,3.375709295,150.4258604,11
GIFT-Medium,GIFT-Eval,medium,moirai2,multi_seasonal,1,16.51001071,165.5919491,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,multi_seasonal,1,3.276796398,137.0357188,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,multi_seasonal,1,9.780826247,153.8870228,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,multi_seasonal,2,4.867800026,154.7466865,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,multi_seasonal,2,5.378668605,161.4405464,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,multi_seasonal,2,4.450592614,164.76575,11
GIFT-Medium,GIFT-Eval,medium,moirai2,multi_seasonal,2,11.06077484,167.1009581,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,multi_seasonal,2,3.570546185,149.2349374,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,multi_seasonal,2,10.17697214,159.0379654,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,multi_seasonal,3,5.280298924,158.7177784,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,multi_seasonal,3,5.449037571,151.8965722,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,multi_seasonal,3,5.052893835,167.178989,11
GIFT-Medium,GIFT-Eval,medium,moirai2,multi_seasonal,3,8.011508543,184.1978507,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,multi_seasonal,3,3.967201386,154.9726017,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,multi_seasonal,3,10.49627252,157.5405626,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,multi_seasonal,4,6.016914304,167.6863258,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,multi_seasonal,4,5.715836035,163.4889142,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,multi_seasonal,4,5.596277661,180.0348017,11
GIFT-Medium,GIFT-Eval,medium,moirai2,multi_seasonal,4,8.806384213,197.0200722,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,multi_seasonal,4,4.341418858,148.8728865,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,multi_seasonal,4,10.87413803,169.1720793,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,multi_seasonal,5,5.855719903,159.9146847,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,multi_seasonal,5,6.393154742,155.2543216,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,multi_seasonal,5,5.82569577,174.6503214,11
GIFT-Medium,GIFT-Eval,medium,moirai2,multi_seasonal,5,8.965368144,188.1483362,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,multi_seasonal,5,4.926026287,151.606253,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,multi_seasonal,5,11.11218289,169.1314052,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,predictable_intermittency,1,3.456843433,154.7355306,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,predictable_intermittency,1,3.658015262,159.5415686,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,predictable_intermittency,1,3.781711029,171.9193682,11
GIFT-Medium,GIFT-Eval,medium,moirai2,predictable_intermittency,1,4.111931566,152.6191737,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,predictable_intermittency,1,3.69710956,164.9353939,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,predictable_intermittency,1,6.987858098,166.2506581,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,predictable_intermittency,2,2.862452904,129.6041058,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,predictable_intermittency,2,3.104663182,158.3289351,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,predictable_intermittency,2,3.189757689,166.3995321,11
GIFT-Medium,GIFT-Eval,medium,moirai2,predictable_intermittency,2,3.60426097,135.3292755,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,predictable_intermittency,2,3.129286602,147.4680691,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,predictable_intermittency,2,6.241146467,156.518904,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,predictable_intermittency,3,2.700623729,134.066556,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,predictable_intermittency,3,2.893659202,151.0839615,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,predictable_intermittency,3,2.927596586,156.6479154,11
GIFT-Medium,GIFT-Eval,medium,moirai2,predictable_intermittency,3,3.520529329,134.0020451,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,predictable_intermittency,3,2.814100428,138.3007625,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,predictable_intermittency,3,6.496391337,153.7094229,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,predictable_intermittency,4,2.701423791,137.8559713,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,predictable_intermittency,4,2.818279995,150.1830379,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,predictable_intermittency,4,2.727770602,157.8461983,11
GIFT-Medium,GIFT-Eval,medium,moirai2,predictable_intermittency,4,3.399604654,124.9741336,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,predictable_intermittency,4,2.54575626,138.7731024,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,predictable_intermittency,4,6.697282028,154.507196,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,predictable_intermittency,5,2.534343165,136.0990987,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,predictable_intermittency,5,2.722300218,148.3887999,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,predictable_intermittency,5,2.784662954,155.9816057,11
GIFT-Medium,GIFT-Eval,medium,moirai2,predictable_intermittency,5,3.323192783,127.9554875,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,predictable_intermittency,5,2.494971115,138.2986336,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,predictable_intermittency,5,5.87015059,153.1943913,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,regime_switching,1,2.346041427,114.9877075,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,regime_switching,1,2.414654958,136.2194937,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,regime_switching,1,2.411524641,140.0358437,11
GIFT-Medium,GIFT-Eval,medium,moirai2,regime_switching,1,3.263348402,120.6988445,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,regime_switching,1,2.516989555,127.2209881,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,regime_switching,1,10.66107921,140.0087578,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,regime_switching,2,2.378037905,114.839965,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,regime_switching,2,2.459595767,136.713169,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,regime_switching,2,2.396927979,140.5664193,11
GIFT-Medium,GIFT-Eval,medium,moirai2,regime_switching,2,3.932086869,123.9734477,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,regime_switching,2,2.367752341,127.8365072,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,regime_switching,2,7.337793037,141.0033471,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,regime_switching,3,2.420112679,114.549161,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,regime_switching,3,2.491103808,137.6318879,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,regime_switching,3,2.428188532,140.8601169,11
GIFT-Medium,GIFT-Eval,medium,moirai2,regime_switching,3,3.904208811,132.5571225,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,regime_switching,3,2.342446352,127.3510485,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,regime_switching,3,7.579445168,146.5934095,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,regime_switching,4,2.326104575,113.0916294,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,regime_switching,4,2.623737663,138.5717371,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,regime_switching,4,2.468862626,144.1298752,11
GIFT-Medium,GIFT-Eval,medium,moirai2,regime_switching,4,4.454113913,146.1611346,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,regime_switching,4,2.357821634,127.3992297,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,regime_switching,4,5.868292581,153.7422272,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,regime_switching,5,2.421650471,112.4548941,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,regime_switching,5,2.915815663,161.8836824,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,regime_switching,5,2.814004023,145.3546225,11
GIFT-Medium,GIFT-Eval,medium,moirai2,regime_switching,5,4.574051853,165.0516525,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,regime_switching,5,2.677918316,128.7388609,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,regime_switching,5,6.537419424,170.7179114,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,time_varying_seasonality,1,4.707689236,127.93283,10
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,time_varying_seasonality,1,4.311844371,158.9505367,10
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,time_varying_seasonality,1,4.757933017,167.3033121,10
GIFT-Medium,GIFT-Eval,medium,moirai2,time_varying_seasonality,1,5.787932124,147.5026868,10
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,time_varying_seasonality,1,2.76936071,142.394208,10
GIFT-Medium,GIFT-Eval,medium,toto2.0,time_varying_seasonality,1,10.25925891,160.618385,10
GIFT-Medium,GIFT-Eval,medium,Chronos-2,time_varying_seasonality,2,5.316915212,129.9461603,10
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,time_varying_seasonality,2,5.369791756,165.846444,10
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,time_varying_seasonality,2,5.836882422,171.3918923,10
GIFT-Medium,GIFT-Eval,medium,moirai2,time_varying_seasonality,2,7.581326317,156.1191666,10
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,time_varying_seasonality,2,3.105637755,145.829136,10
GIFT-Medium,GIFT-Eval,medium,toto2.0,time_varying_seasonality,2,10.19361521,164.5669807,10
GIFT-Medium,GIFT-Eval,medium,Chronos-2,time_varying_seasonality,3,6.310003727,133.2315488,10
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,time_varying_seasonality,3,7.440649415,180.2403013,10
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,time_varying_seasonality,3,6.954464116,174.1885068,10
GIFT-Medium,GIFT-Eval,medium,moirai2,time_varying_seasonality,3,10.03661996,174.1948865,10
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,time_varying_seasonality,3,3.64032041,151.5991985,10
GIFT-Medium,GIFT-Eval,medium,toto2.0,time_varying_seasonality,3,9.97893522,171.4545067,10
GIFT-Medium,GIFT-Eval,medium,Chronos-2,time_varying_seasonality,4,7.895265876,138.2817685,10
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,time_varying_seasonality,4,8.277433117,196.3312711,10
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,time_varying_seasonality,4,8.163752839,177.1486735,10
GIFT-Medium,GIFT-Eval,medium,moirai2,time_varying_seasonality,4,13.07285795,197.3402081,10
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,time_varying_seasonality,4,3.882599943,156.285892,10
GIFT-Medium,GIFT-Eval,medium,toto2.0,time_varying_seasonality,4,9.681891696,179.1832997,10
GIFT-Medium,GIFT-Eval,medium,Chronos-2,time_varying_seasonality,5,11.02618998,151.8634707,10
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,time_varying_seasonality,5,11.05961527,225.9469502,10
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,time_varying_seasonality,5,10.29716933,178.4888756,10
GIFT-Medium,GIFT-Eval,medium,moirai2,time_varying_seasonality,5,16.60011525,242.8363459,10
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,time_varying_seasonality,5,4.136883365,163.8073157,10
GIFT-Medium,GIFT-Eval,medium,toto2.0,time_varying_seasonality,5,9.659791432,190.8860403,10
GIFT-Medium,GIFT-Eval,medium,Chronos-2,trend,1,2.645126892,49.61305018,9
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,trend,1,2.556015556,51.81056925,9
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,trend,1,2.567031429,49.73824927,9
GIFT-Medium,GIFT-Eval,medium,moirai2,trend,1,3.552284135,61.34397957,9
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,trend,1,2.583165378,47.56772668,9
GIFT-Medium,GIFT-Eval,medium,toto2.0,trend,1,11.7309966,74.1318319,9
GIFT-Medium,GIFT-Eval,medium,Chronos-2,trend,2,2.78036763,49.64946331,9
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,trend,2,2.695658535,52.03269451,9
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,trend,2,2.616727408,49.98601063,9
GIFT-Medium,GIFT-Eval,medium,moirai2,trend,2,3.41313695,61.94267358,9
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,trend,2,2.727774543,47.69697944,9
GIFT-Medium,GIFT-Eval,medium,toto2.0,trend,2,12.08952222,74.33156626,9
GIFT-Medium,GIFT-Eval,medium,Chronos-2,trend,3,2.92626624,49.69214341,9
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,trend,3,2.730027305,52.41398726,9
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,trend,3,2.66347758,50.29285095,9
GIFT-Medium,GIFT-Eval,medium,moirai2,trend,3,3.34081882,63.16769937,9
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,trend,3,2.867648637,47.86337028,9
GIFT-Medium,GIFT-Eval,medium,toto2.0,trend,3,12.59205924,74.48338363,9
GIFT-Medium,GIFT-Eval,medium,Chronos-2,trend,4,3.0794218,49.76601839,9
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,trend,4,2.963317241,52.86496641,9
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,trend,4,2.702925789,50.81045243,9
GIFT-Medium,GIFT-Eval,medium,moirai2,trend,4,3.413343934,65.44037344,9
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,trend,4,2.996880604,48.10464894,9
GIFT-Medium,GIFT-Eval,medium,toto2.0,trend,4,13.2392898,74.27627271,9
GIFT-Medium,GIFT-Eval,medium,Chronos-2,trend,5,3.479661009,50.02051084,9
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,trend,5,3.092811003,53.3268272,9
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,trend,5,2.904442801,51.53382651,9
GIFT-Medium,GIFT-Eval,medium,moirai2,trend,5,3.623190788,68.96627119,9
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,trend,5,3.226983977,48.48939518,9
GIFT-Medium,GIFT-Eval,medium,toto2.0,trend,5,14.27471091,74.19231792,9
GIFT-Short,GIFT-Eval,short,Chronos-2,common_factor,1,0.6152034154,5.990145534,4
GIFT-Short,GIFT-Eval,short,Timer-3.5,common_factor,1,0.6375993608,6.23419657,4
GIFT-Short,GIFT-Eval,short,Timer-4.0,common_factor,1,0.6626323161,6.453350472,4
GIFT-Short,GIFT-Eval,short,moirai2,common_factor,1,0.6887924343,6.451968073,4
GIFT-Short,GIFT-Eval,short,timesfm2.5,common_factor,1,0.6377643872,6.207232851,4
GIFT-Short,GIFT-Eval,short,tirex2,common_factor,1,0.6511138921,6.277310661,4
GIFT-Short,GIFT-Eval,short,toto2.0,common_factor,1,0.6199222657,5.95029344,4
GIFT-Short,GIFT-Eval,short,Chronos-2,common_factor,2,0.6163592339,6.027066586,4
GIFT-Short,GIFT-Eval,short,Timer-3.5,common_factor,2,0.6403374849,6.239265398,4
GIFT-Short,GIFT-Eval,short,Timer-4.0,common_factor,2,0.6616858407,6.449384861,4
GIFT-Short,GIFT-Eval,short,moirai2,common_factor,2,0.6915429524,6.470669892,4
GIFT-Short,GIFT-Eval,short,timesfm2.5,common_factor,2,0.6428199417,6.257572125,4
GIFT-Short,GIFT-Eval,short,tirex2,common_factor,2,0.6542576761,6.305016383,4
GIFT-Short,GIFT-Eval,short,toto2.0,common_factor,2,0.6217272337,5.969344065,4
GIFT-Short,GIFT-Eval,short,Chronos-2,common_factor,3,0.6181088122,6.068724908,4
GIFT-Short,GIFT-Eval,short,Timer-3.5,common_factor,3,0.6437245125,6.256067246,4
GIFT-Short,GIFT-Eval,short,Timer-4.0,common_factor,3,0.6582878392,6.417764569,4
GIFT-Short,GIFT-Eval,short,moirai2,common_factor,3,0.6937349133,6.484149191,4
GIFT-Short,GIFT-Eval,short,timesfm2.5,common_factor,3,0.6487434986,6.297565173,4
GIFT-Short,GIFT-Eval,short,tirex2,common_factor,3,0.6572964457,6.329732582,4
GIFT-Short,GIFT-Eval,short,toto2.0,common_factor,3,0.6244027432,6.000317941,4
GIFT-Short,GIFT-Eval,short,Chronos-2,common_factor,4,0.6180555042,6.092506891,4
GIFT-Short,GIFT-Eval,short,Timer-3.5,common_factor,4,0.6457547963,6.242240365,4
GIFT-Short,GIFT-Eval,short,Timer-4.0,common_factor,4,0.6564114643,6.404383317,4
GIFT-Short,GIFT-Eval,short,moirai2,common_factor,4,0.6974884847,6.516340941,4
GIFT-Short,GIFT-Eval,short,timesfm2.5,common_factor,4,0.6538701581,6.339108961,4
GIFT-Short,GIFT-Eval,short,tirex2,common_factor,4,0.6602477672,6.361296682,4
GIFT-Short,GIFT-Eval,short,toto2.0,common_factor,4,0.6275214241,6.043285645,4
GIFT-Short,GIFT-Eval,short,Chronos-2,common_factor,5,0.6201297872,6.136673404,4
GIFT-Short,GIFT-Eval,short,Timer-3.5,common_factor,5,0.6513328978,6.289582336,4
GIFT-Short,GIFT-Eval,short,Timer-4.0,common_factor,5,0.6533486431,6.383179667,4
GIFT-Short,GIFT-Eval,short,moirai2,common_factor,5,0.7034372735,6.579348259,4
GIFT-Short,GIFT-Eval,short,timesfm2.5,common_factor,5,0.6571679292,6.375705142,4
GIFT-Short,GIFT-Eval,short,tirex2,common_factor,5,0.6652357462,6.415131804,4
GIFT-Short,GIFT-Eval,short,toto2.0,common_factor,5,0.6308442434,6.097381568,4
GIFT-Short,GIFT-Eval,short,Chronos-2,covariate_impulse_response,1,3.553714861,161.774747,6
GIFT-Short,GIFT-Eval,short,Timer-3.5,covariate_impulse_response,1,3.610814096,158.8523087,6
GIFT-Short,GIFT-Eval,short,Timer-4.0,covariate_impulse_response,1,3.621838468,169.3168741,6
GIFT-Short,GIFT-Eval,short,moirai2,covariate_impulse_response,1,4.597261582,176.7167347,6
GIFT-Short,GIFT-Eval,short,timesfm2.5,covariate_impulse_response,1,3.408644357,161.3949368,6
GIFT-Short,GIFT-Eval,short,tirex2,covariate_impulse_response,1,3.327336827,149.2384654,6
GIFT-Short,GIFT-Eval,short,toto2.0,covariate_impulse_response,1,3.373080516,151.6359085,6
GIFT-Short,GIFT-Eval,short,Chronos-2,covariate_impulse_response,2,3.592702434,165.4674815,6
GIFT-Short,GIFT-Eval,short,Timer-3.5,covariate_impulse_response,2,3.718854439,164.7168682,6
GIFT-Short,GIFT-Eval,short,Timer-4.0,covariate_impulse_response,2,3.672017499,171.0605906,6
GIFT-Short,GIFT-Eval,short,moirai2,covariate_impulse_response,2,5.055084259,184.1274992,6
GIFT-Short,GIFT-Eval,short,timesfm2.5,covariate_impulse_response,2,3.452545755,164.5952947,6
GIFT-Short,GIFT-Eval,short,tirex2,covariate_impulse_response,2,3.411758833,152.8437319,6
GIFT-Short,GIFT-Eval,short,toto2.0,covariate_impulse_response,2,3.45923245,154.0223479,6
GIFT-Short,GIFT-Eval,short,Chronos-2,covariate_impulse_response,3,3.61948307,163.4432511,6
GIFT-Short,GIFT-Eval,short,Timer-3.5,covariate_impulse_response,3,3.805380077,172.3477311,6
GIFT-Short,GIFT-Eval,short,Timer-4.0,covariate_impulse_response,3,3.719919636,176.5779189,6
GIFT-Short,GIFT-Eval,short,moirai2,covariate_impulse_response,3,5.635906527,196.7511065,6
GIFT-Short,GIFT-Eval,short,timesfm2.5,covariate_impulse_response,3,3.484606792,166.8414918,6
GIFT-Short,GIFT-Eval,short,tirex2,covariate_impulse_response,3,3.475040371,157.1749755,6
GIFT-Short,GIFT-Eval,short,toto2.0,covariate_impulse_response,3,3.51737014,156.5206715,6
GIFT-Short,GIFT-Eval,short,Chronos-2,covariate_impulse_response,4,3.68361778,164.6593649,6
GIFT-Short,GIFT-Eval,short,Timer-3.5,covariate_impulse_response,4,3.950709897,178.9750145,6
GIFT-Short,GIFT-Eval,short,Timer-4.0,covariate_impulse_response,4,3.783000463,180.0246859,6
GIFT-Short,GIFT-Eval,short,moirai2,covariate_impulse_response,4,6.664839795,221.0437524,6
GIFT-Short,GIFT-Eval,short,timesfm2.5,covariate_impulse_response,4,3.521179726,169.9304519,6
GIFT-Short,GIFT-Eval,short,tirex2,covariate_impulse_response,4,3.553155775,160.0822404,6
GIFT-Short,GIFT-Eval,short,toto2.0,covariate_impulse_response,4,3.601156535,158.5734995,6
GIFT-Short,GIFT-Eval,short,Chronos-2,covariate_impulse_response,5,3.742655448,166.3646077,6
GIFT-Short,GIFT-Eval,short,Timer-3.5,covariate_impulse_response,5,4.080707643,178.178729,6
GIFT-Short,GIFT-Eval,short,Timer-4.0,covariate_impulse_response,5,3.84328878,180.4057249,6
GIFT-Short,GIFT-Eval,short,moirai2,covariate_impulse_response,5,7.582936686,243.8325376,6
GIFT-Short,GIFT-Eval,short,timesfm2.5,covariate_impulse_response,5,3.585739352,176.6453339,6
GIFT-Short,GIFT-Eval,short,tirex2,covariate_impulse_response,5,3.655406317,162.3031695,6
