suite,benchmark,horizon_group,model_id,capability_id,capability_level,effect_nrmse_task_equal,effect_nrmse_ci_lower,effect_nrmse_ci_upper,task_count,suite_task_count,task_coverage,cell_rank,cell_winner
GIFT-Short,GIFT-Eval,short,toto2.0,regime_switching,4,0.1548116677,0.05561496549,0.2933257349,20,20,1,5,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,regime_switching,4,0.1554270015,0.1098107595,0.2062490025,20,20,1,6,False
GIFT-Short,GIFT-Eval,short,tirex2,regime_switching,5,0.137471239,0.07981537222,0.2094868454,20,20,1,1,True
GIFT-Short,GIFT-Eval,short,Chronos-2,regime_switching,5,0.1461731121,0.08639597171,0.2178346311,20,20,1,2,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,regime_switching,5,0.1467269852,0.1007823615,0.1960801883,20,20,1,3,False
GIFT-Short,GIFT-Eval,short,moirai2,regime_switching,5,0.1773539251,0.1270046404,0.239144368,20,20,1,4,False
GIFT-Short,GIFT-Eval,short,toto2.0,regime_switching,5,0.1966146557,0.07878024492,0.3459281885,20,20,1,5,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,regime_switching,5,0.2064771895,0.1480797705,0.2756200172,20,20,1,6,False
GIFT-Short,GIFT-Eval,short,Chronos-2,time_varying_seasonality,1,0.7356409148,0.5523697073,0.9356962632,19,20,0.95,1,True
GIFT-Short,GIFT-Eval,short,tirex2,time_varying_seasonality,1,0.7858061521,0.5845429617,1.02173538,19,20,0.95,2,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,time_varying_seasonality,1,0.8356867776,0.6482522485,1.024493423,19,20,0.95,3,False
GIFT-Short,GIFT-Eval,short,moirai2,time_varying_seasonality,1,0.8514649996,0.6400400533,1.071727958,19,20,0.95,4,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,time_varying_seasonality,1,0.9138657645,0.625060154,1.235421275,19,20,0.95,5,False
GIFT-Short,GIFT-Eval,short,toto2.0,time_varying_seasonality,1,0.9293212645,0.5990203947,1.353389902,19,20,0.95,6,False
GIFT-Short,GIFT-Eval,short,Chronos-2,time_varying_seasonality,2,0.6046903519,0.4660266636,0.7453213174,19,20,0.95,1,True
GIFT-Short,GIFT-Eval,short,tirex2,time_varying_seasonality,2,0.6522567194,0.4953695934,0.8081732506,19,20,0.95,2,False
GIFT-Short,GIFT-Eval,short,toto2.0,time_varying_seasonality,2,0.687418823,0.4728937531,0.9526936957,19,20,0.95,3,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,time_varying_seasonality,2,0.7260926199,0.5563505644,0.8876365726,19,20,0.95,4,False
GIFT-Short,GIFT-Eval,short,moirai2,time_varying_seasonality,2,0.7555531311,0.5672295589,0.9313396025,19,20,0.95,5,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,time_varying_seasonality,2,0.7657694717,0.5484821082,1.031699754,19,20,0.95,6,False
GIFT-Short,GIFT-Eval,short,Chronos-2,time_varying_seasonality,3,0.5244674708,0.4103769826,0.642182047,19,20,0.95,1,True
GIFT-Short,GIFT-Eval,short,toto2.0,time_varying_seasonality,3,0.5291905382,0.3839334805,0.7154387521,19,20,0.95,2,False
GIFT-Short,GIFT-Eval,short,tirex2,time_varying_seasonality,3,0.5635433244,0.4308198231,0.7017254685,19,20,0.95,3,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,time_varying_seasonality,3,0.6816658566,0.5121666334,0.8465200996,19,20,0.95,4,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,time_varying_seasonality,3,0.6899000026,0.499087222,0.9041871535,19,20,0.95,5,False
GIFT-Short,GIFT-Eval,short,moirai2,time_varying_seasonality,3,0.7787413873,0.5270831136,1.134456225,19,20,0.95,6,False
GIFT-Short,GIFT-Eval,short,toto2.0,time_varying_seasonality,4,0.4009987202,0.2962775732,0.532013446,19,20,0.95,1,True
GIFT-Short,GIFT-Eval,short,Chronos-2,time_varying_seasonality,4,0.4310514567,0.3365823502,0.5265188015,19,20,0.95,2,False
GIFT-Short,GIFT-Eval,short,tirex2,time_varying_seasonality,4,0.4829072685,0.3681530799,0.601661778,19,20,0.95,3,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,time_varying_seasonality,4,0.5740748955,0.4169081775,0.7454353321,19,20,0.95,4,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,time_varying_seasonality,4,0.6037638964,0.4525967357,0.7582665036,19,20,0.95,5,False
GIFT-Short,GIFT-Eval,short,moirai2,time_varying_seasonality,4,0.6955853061,0.4794244061,0.9792385621,19,20,0.95,6,False
GIFT-Short,GIFT-Eval,short,toto2.0,time_varying_seasonality,5,0.3090582329,0.2342710926,0.4051891351,19,20,0.95,1,True
GIFT-Short,GIFT-Eval,short,Chronos-2,time_varying_seasonality,5,0.3515406793,0.2761575177,0.4274219418,19,20,0.95,2,False
GIFT-Short,GIFT-Eval,short,tirex2,time_varying_seasonality,5,0.4169528792,0.3187032947,0.5180288277,19,20,0.95,3,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,time_varying_seasonality,5,0.4534758722,0.3306798811,0.5702516442,19,20,0.95,4,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,time_varying_seasonality,5,0.5244511983,0.3917570268,0.6613864962,19,20,0.95,5,False
GIFT-Short,GIFT-Eval,short,moirai2,time_varying_seasonality,5,0.6210750182,0.4207793104,0.8806456735,19,20,0.95,6,False
GIFT-Short,GIFT-Eval,short,Chronos-2,trend,1,0.1000231546,0.05443461104,0.1545738319,18,20,0.9,1,True
GIFT-Short,GIFT-Eval,short,moirai2,trend,1,0.2690506675,0.1105354624,0.5309147424,18,20,0.9,2,False
GIFT-Short,GIFT-Eval,short,tirex2,trend,1,0.2830419966,0.06221754981,0.6771166029,18,20,0.9,3,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,trend,1,0.3169726495,0.1366203684,0.5656949501,18,20,0.9,4,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,trend,1,0.3478260294,0.09181515146,0.7043150595,18,20,0.9,5,False
GIFT-Short,GIFT-Eval,short,toto2.0,trend,1,0.3884657121,0.0876156803,0.8029456679,18,20,0.9,6,False
GIFT-Short,GIFT-Eval,short,Chronos-2,trend,2,0.08919600512,0.04900737717,0.1371869313,18,20,0.9,1,True
GIFT-Short,GIFT-Eval,short,moirai2,trend,2,0.2405324217,0.1076594269,0.4606482404,18,20,0.9,2,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,trend,2,0.2525558559,0.08285809855,0.4876460905,18,20,0.9,3,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,trend,2,0.2676918263,0.1129581407,0.47458901,18,20,0.9,4,False
GIFT-Short,GIFT-Eval,short,toto2.0,trend,2,0.274447022,0.06613635093,0.5512338601,18,20,0.9,5,False
GIFT-Short,GIFT-Eval,short,tirex2,trend,2,0.3153531492,0.05603602785,0.7685169729,18,20,0.9,6,False
GIFT-Short,GIFT-Eval,short,Chronos-2,trend,3,0.07915376117,0.04044256918,0.1253816535,18,20,0.9,1,True
GIFT-Short,GIFT-Eval,short,timesfm2.5,trend,3,0.1976465936,0.07476757379,0.3525435071,18,20,0.9,2,False
GIFT-Short,GIFT-Eval,short,moirai2,trend,3,0.2112304356,0.1024788764,0.3955952131,18,20,0.9,3,False
GIFT-Short,GIFT-Eval,short,toto2.0,trend,3,0.2159469379,0.05496981511,0.4289991037,18,20,0.9,4,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,trend,3,0.2393316006,0.1017908122,0.4108380217,18,20,0.9,5,False
GIFT-Short,GIFT-Eval,short,tirex2,trend,3,0.2951328343,0.04952080089,0.7497132877,18,20,0.9,6,False
GIFT-Short,GIFT-Eval,short,Chronos-2,trend,4,0.07271102724,0.03763443642,0.1212297534,18,20,0.9,1,True
GIFT-Short,GIFT-Eval,short,timesfm2.5,trend,4,0.1548848986,0.06495244019,0.2721150344,18,20,0.9,2,False
GIFT-Short,GIFT-Eval,short,toto2.0,trend,4,0.1717393161,0.04741648071,0.3429842002,18,20,0.9,3,False
GIFT-Short,GIFT-Eval,short,moirai2,trend,4,0.1869480211,0.09122476165,0.332193407,18,20,0.9,4,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,trend,4,0.2151139462,0.09361211477,0.3657598921,18,20,0.9,5,False
GIFT-Short,GIFT-Eval,short,tirex2,trend,4,0.2217043265,0.04127228112,0.5408946835,18,20,0.9,6,False
GIFT-Short,GIFT-Eval,short,Chronos-2,trend,5,0.0693285987,0.03345323956,0.1174534979,18,20,0.9,1,True
GIFT-Short,GIFT-Eval,short,timesfm2.5,trend,5,0.1250125793,0.05152265654,0.2135279643,18,20,0.9,2,False
GIFT-Short,GIFT-Eval,short,toto2.0,trend,5,0.1653490336,0.0381880526,0.3441177108,18,20,0.9,3,False
GIFT-Short,GIFT-Eval,short,tirex2,trend,5,0.1659501431,0.03365585237,0.3925449047,18,20,0.9,4,False
GIFT-Short,GIFT-Eval,short,moirai2,trend,5,0.1670329659,0.08284458387,0.2944348842,18,20,0.9,5,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,trend,5,0.1761905785,0.07920525305,0.3081593642,18,20,0.9,6,False
