suite,benchmark,horizon_group,model_id,capability_id,capability_level,effect_nrmse_task_equal,effect_nrmse_ci_lower,effect_nrmse_ci_upper,task_count,suite_task_count,task_coverage,cell_rank,cell_winner
GIFT-Long,GIFT-Eval,long,timesfm2.5,time_varying_seasonality,4,0.8875992023,0.6847422722,1.082564778,10,11,0.9090909091,2,False
GIFT-Long,GIFT-Eval,long,toto2.0,time_varying_seasonality,4,0.8983275546,0.6717201074,1.175084444,10,11,0.9090909091,3,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,time_varying_seasonality,4,1.084327584,0.8786680968,1.285769179,10,11,0.9090909091,4,False
GIFT-Long,GIFT-Eval,long,moirai2,time_varying_seasonality,4,1.153352662,0.992532411,1.335023758,10,11,0.9090909091,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,time_varying_seasonality,5,0.6881333948,0.5284043543,0.8580654094,10,11,0.9090909091,1,True
GIFT-Long,GIFT-Eval,long,toto2.0,time_varying_seasonality,5,0.7760724285,0.5788290456,1.024888006,10,11,0.9090909091,2,False
GIFT-Long,GIFT-Eval,long,timesfm2.5,time_varying_seasonality,5,0.7927904098,0.6084277177,0.9998143706,10,11,0.9090909091,3,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,time_varying_seasonality,5,0.9853417563,0.8353587254,1.140674952,10,11,0.9090909091,4,False
GIFT-Long,GIFT-Eval,long,moirai2,time_varying_seasonality,5,1.119125408,0.9479861052,1.301643851,10,11,0.9090909091,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,trend,1,0.07274962485,0.03382777016,0.1327054928,10,11,0.9090909091,1,True
GIFT-Long,GIFT-Eval,long,timesfm2.5,trend,1,0.1765189854,0.07964129748,0.3091781257,10,11,0.9090909091,2,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,trend,1,0.2296596267,0.1404062735,0.3256432054,10,11,0.9090909091,3,False
GIFT-Long,GIFT-Eval,long,moirai2,trend,1,0.2414379172,0.1664748648,0.3166139165,10,11,0.9090909091,4,False
GIFT-Long,GIFT-Eval,long,toto2.0,trend,1,0.3829432969,0.1803661366,0.6383028166,10,11,0.9090909091,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,trend,2,0.06715528611,0.03484008834,0.1151151501,10,11,0.9090909091,1,True
GIFT-Long,GIFT-Eval,long,timesfm2.5,trend,2,0.1408610699,0.07457845193,0.216174165,10,11,0.9090909091,2,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,trend,2,0.2184615691,0.1285644935,0.3163072898,10,11,0.9090909091,3,False
GIFT-Long,GIFT-Eval,long,moirai2,trend,2,0.2264625446,0.1500283525,0.2985210328,10,11,0.9090909091,4,False
GIFT-Long,GIFT-Eval,long,toto2.0,trend,2,0.2948023946,0.1704468274,0.4466751228,10,11,0.9090909091,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,trend,3,0.06289883159,0.0344691305,0.1043555451,10,11,0.9090909091,1,True
GIFT-Long,GIFT-Eval,long,timesfm2.5,trend,3,0.1192525788,0.06816935479,0.1783104528,10,11,0.9090909091,2,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,trend,3,0.185266264,0.1165431992,0.2679837674,10,11,0.9090909091,3,False
GIFT-Long,GIFT-Eval,long,moirai2,trend,3,0.2014054663,0.1207046556,0.2790366316,10,11,0.9090909091,4,False
GIFT-Long,GIFT-Eval,long,toto2.0,trend,3,0.2456376843,0.1539894588,0.3567744925,10,11,0.9090909091,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,trend,4,0.05709881,0.03319953903,0.093945347,10,11,0.9090909091,1,True
GIFT-Long,GIFT-Eval,long,timesfm2.5,trend,4,0.09993289565,0.06116800384,0.1430767794,10,11,0.9090909091,2,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,trend,4,0.1711234128,0.1098152305,0.2470197785,10,11,0.9090909091,3,False
GIFT-Long,GIFT-Eval,long,toto2.0,trend,4,0.1964114204,0.1349544105,0.2680849316,10,11,0.9090909091,4,False
GIFT-Long,GIFT-Eval,long,moirai2,trend,4,0.1995154493,0.1237662684,0.2777873991,10,11,0.9090909091,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,trend,5,0.05144702157,0.02955171163,0.08328478852,10,11,0.9090909091,1,True
GIFT-Long,GIFT-Eval,long,timesfm2.5,trend,5,0.08551341513,0.05236331639,0.1211135352,10,11,0.9090909091,2,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,trend,5,0.1504027383,0.09406076482,0.2199243995,10,11,0.9090909091,3,False
GIFT-Long,GIFT-Eval,long,toto2.0,trend,5,0.166686003,0.1154993447,0.2192455325,10,11,0.9090909091,4,False
GIFT-Long,GIFT-Eval,long,moirai2,trend,5,0.1973913749,0.1257974835,0.2727847552,10,11,0.9090909091,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,common_factor,1,0.3381952743,0.3148015339,0.3615890146,4,11,0.3636363636,1,True
GIFT-Medium,GIFT-Eval,medium,toto2.0,common_factor,1,0.4502591628,0.322973766,0.5980562727,4,11,0.3636363636,2,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,common_factor,1,0.5339429047,0.4449446931,0.6229411164,4,11,0.3636363636,3,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,common_factor,1,0.6008874406,0.5027997261,0.7104241603,4,11,0.3636363636,4,False
GIFT-Medium,GIFT-Eval,medium,moirai2,common_factor,1,0.6560155834,0.4886728863,0.8155846777,4,11,0.3636363636,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,common_factor,2,0.3021202907,0.2668232657,0.3372596039,4,11,0.3636363636,1,True
GIFT-Medium,GIFT-Eval,medium,toto2.0,common_factor,2,0.4282360293,0.2612260538,0.6148417859,4,11,0.3636363636,2,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,common_factor,2,0.5329338552,0.3936387956,0.6722289147,4,11,0.3636363636,3,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,common_factor,2,0.5983988723,0.4720479462,0.6983926209,4,11,0.3636363636,4,False
GIFT-Medium,GIFT-Eval,medium,moirai2,common_factor,2,0.6287855166,0.4493250613,0.8082459718,4,11,0.3636363636,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,common_factor,3,0.2511877648,0.2256168178,0.2782919171,4,11,0.3636363636,1,True
GIFT-Medium,GIFT-Eval,medium,toto2.0,common_factor,3,0.376878535,0.2123053539,0.5414517162,4,11,0.3636363636,2,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,common_factor,3,0.4797935094,0.3451428567,0.6154561599,4,11,0.3636363636,3,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,common_factor,3,0.5329055346,0.376323123,0.6258643739,4,11,0.3636363636,4,False
GIFT-Medium,GIFT-Eval,medium,moirai2,common_factor,3,0.5664446582,0.3876832435,0.7218721124,4,11,0.3636363636,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,common_factor,4,0.2092689168,0.1713226369,0.2537258205,4,11,0.3636363636,1,True
GIFT-Medium,GIFT-Eval,medium,toto2.0,common_factor,4,0.3380558609,0.1747801706,0.5013315511,4,11,0.3636363636,2,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,common_factor,4,0.432893347,0.2998747516,0.5659119423,4,11,0.3636363636,3,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,common_factor,4,0.4704798853,0.2906258468,0.5870321069,4,11,0.3636363636,4,False
GIFT-Medium,GIFT-Eval,medium,moirai2,common_factor,4,0.5235126061,0.333112563,0.7033101302,4,11,0.3636363636,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,common_factor,5,0.1833177369,0.1396701294,0.2261306511,4,11,0.3636363636,1,True
GIFT-Medium,GIFT-Eval,medium,toto2.0,common_factor,5,0.2925306455,0.1445278763,0.4405334147,4,11,0.3636363636,2,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,common_factor,5,0.3891179235,0.2670800847,0.5111557623,4,11,0.3636363636,3,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,common_factor,5,0.4197238196,0.2678866639,0.5208031996,4,11,0.3636363636,4,False
GIFT-Medium,GIFT-Eval,medium,moirai2,common_factor,5,0.4798527868,0.2896876724,0.628075956,4,11,0.3636363636,5,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,covariate_impulse_response,1,0.4184214067,0.296623427,0.5654842712,4,11,0.3636363636,1,True
GIFT-Medium,GIFT-Eval,medium,moirai2,covariate_impulse_response,1,0.5243989357,0.368470275,0.6493231302,4,11,0.3636363636,2,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,covariate_impulse_response,1,0.6520396062,0.5083962507,0.7414950878,4,11,0.3636363636,3,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,covariate_impulse_response,1,0.6529129189,0.301046553,1.080290021,4,11,0.3636363636,4,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,covariate_impulse_response,1,0.8269501572,0.4117103717,1.550163765,4,11,0.3636363636,5,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,covariate_impulse_response,2,0.3715656415,0.2752175548,0.531999785,4,11,0.3636363636,1,True
GIFT-Medium,GIFT-Eval,medium,moirai2,covariate_impulse_response,2,0.5018717976,0.3622562523,0.6100557193,4,11,0.3636363636,2,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,covariate_impulse_response,2,0.5412188014,0.4619354841,0.6386755312,4,11,0.3636363636,3,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,covariate_impulse_response,2,0.5885190921,0.2705285236,0.9064538187,4,11,0.3636363636,4,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,covariate_impulse_response,2,0.6517430158,0.3937973461,1.103513199,4,11,0.3636363636,5,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,covariate_impulse_response,3,0.3529171924,0.2421431812,0.502478328,4,11,0.3636363636,1,True
GIFT-Medium,GIFT-Eval,medium,moirai2,covariate_impulse_response,3,0.4520123641,0.3262016761,0.5778230522,4,11,0.3636363636,2,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,covariate_impulse_response,3,0.476889038,0.3520981999,0.6107660314,4,11,0.3636363636,3,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,covariate_impulse_response,3,0.5118118858,0.3721018472,0.7599140811,4,11,0.3636363636,4,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,covariate_impulse_response,3,0.5372670637,0.2601090123,0.7803644309,4,11,0.3636363636,5,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,covariate_impulse_response,4,0.3664015365,0.2188256352,0.5139774379,4,11,0.3636363636,1,True
GIFT-Medium,GIFT-Eval,medium,moirai2,covariate_impulse_response,4,0.3962844777,0.2877889021,0.5047800534,4,11,0.3636363636,2,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,covariate_impulse_response,4,0.4111001943,0.2300089338,0.566195321,4,11,0.3636363636,3,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,covariate_impulse_response,4,0.4212095578,0.2955055949,0.5942508894,4,11,0.3636363636,4,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,covariate_impulse_response,4,0.4687959075,0.2585743272,0.6491023125,4,11,0.3636363636,5,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,covariate_impulse_response,5,0.3367285834,0.2396255653,0.4178087007,4,11,0.3636363636,1,True
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,covariate_impulse_response,5,0.3538366855,0.1907515166,0.5169218543,4,11,0.3636363636,2,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,covariate_impulse_response,5,0.4064414625,0.2157068934,0.5463983473,4,11,0.3636363636,3,False
GIFT-Medium,GIFT-Eval,medium,moirai2,covariate_impulse_response,5,0.4122739529,0.2935106522,0.5310372536,4,11,0.3636363636,4,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,covariate_impulse_response,5,0.4175959927,0.2311342056,0.5736682389,4,11,0.3636363636,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,cross_series_dependence,1,0.9801871324,0.4952845741,1.441006823,6,11,0.5454545455,1,True
GIFT-Medium,GIFT-Eval,medium,moirai2,cross_series_dependence,1,1.013924054,0.582143074,1.439674831,6,11,0.5454545455,2,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,cross_series_dependence,1,1.066684331,0.5874446967,1.589261174,6,11,0.5454545455,3,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,cross_series_dependence,1,1.105019825,0.5925197581,1.626363358,6,11,0.5454545455,4,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,cross_series_dependence,1,1.169487308,0.8879785917,1.47020428,6,11,0.5454545455,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,cross_series_dependence,2,0.9985787733,0.5535235276,1.436516698,6,11,0.5454545455,1,True
GIFT-Medium,GIFT-Eval,medium,moirai2,cross_series_dependence,2,1.011426146,0.6055306723,1.420243503,6,11,0.5454545455,2,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,cross_series_dependence,2,1.068148638,0.587353084,1.571667574,6,11,0.5454545455,3,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,cross_series_dependence,2,1.121956576,0.6281573771,1.668313921,6,11,0.5454545455,4,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,cross_series_dependence,2,1.188204974,0.8967928422,1.501355613,6,11,0.5454545455,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,cross_series_dependence,3,0.9954155969,0.5237123522,1.448978493,6,11,0.5454545455,1,True
GIFT-Medium,GIFT-Eval,medium,moirai2,cross_series_dependence,3,1.012637365,0.6049406319,1.432275012,6,11,0.5454545455,2,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,cross_series_dependence,3,1.050801913,0.566298846,1.504661289,6,11,0.5454545455,3,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,cross_series_dependence,3,1.069517561,0.6097536401,1.567800789,6,11,0.5454545455,4,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,cross_series_dependence,3,1.19392981,0.8692271287,1.501112224,6,11,0.5454545455,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,cross_series_dependence,4,0.9949016642,0.5241931198,1.458008719,6,11,0.5454545455,1,True
GIFT-Medium,GIFT-Eval,medium,moirai2,cross_series_dependence,4,1.020929392,0.572304692,1.447525413,6,11,0.5454545455,2,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,cross_series_dependence,4,1.035448791,0.5316127983,1.529699787,6,11,0.5454545455,3,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,cross_series_dependence,4,1.04444504,0.5420044739,1.546885605,6,11,0.5454545455,4,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,cross_series_dependence,4,1.19584536,0.8601497452,1.492267089,6,11,0.5454545455,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,cross_series_dependence,5,0.9922505909,0.5278083333,1.46978369,6,11,0.5454545455,1,True
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,cross_series_dependence,5,1.018649791,0.5349987609,1.492084494,6,11,0.5454545455,2,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,cross_series_dependence,5,1.034946076,0.5340946515,1.56762433,6,11,0.5454545455,3,False
GIFT-Medium,GIFT-Eval,medium,moirai2,cross_series_dependence,5,1.194278824,0.5878210021,1.905449144,6,11,0.5454545455,4,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,cross_series_dependence,5,1.196533608,0.8628164225,1.500612428,6,11,0.5454545455,5,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,multi_seasonal,1,0.8662933131,0.5955844693,1.228203904,11,11,1,1,True
GIFT-Medium,GIFT-Eval,medium,Chronos-2,multi_seasonal,1,0.9186434365,0.621203569,1.428552661,11,11,1,2,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,multi_seasonal,1,1.002983605,0.4758890767,1.852660571,11,11,1,3,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,multi_seasonal,1,1.047705939,0.7687353231,1.423538559,11,11,1,4,False
GIFT-Medium,GIFT-Eval,medium,moirai2,multi_seasonal,1,1.835736086,1.158199147,2.627115681,11,11,1,5,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,multi_seasonal,2,0.9270147379,0.6622863744,1.216182978,11,11,1,1,True
GIFT-Medium,GIFT-Eval,medium,Chronos-2,multi_seasonal,2,1.091444934,0.7223089755,1.745946873,11,11,1,2,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,multi_seasonal,2,1.097978379,0.5741658142,1.977371202,11,11,1,3,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,multi_seasonal,2,1.181302186,0.903316196,1.568098769,11,11,1,4,False
GIFT-Medium,GIFT-Eval,medium,moirai2,multi_seasonal,2,1.728532027,1.163185671,2.431070389,11,11,1,5,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,multi_seasonal,3,0.973413526,0.7542962007,1.195398136,11,11,1,1,True
GIFT-Medium,GIFT-Eval,medium,Chronos-2,multi_seasonal,3,1.13508894,0.7916530927,1.750388069,11,11,1,2,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,multi_seasonal,3,1.157439019,0.6177617074,2.080794818,11,11,1,3,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,multi_seasonal,3,1.217533515,0.9380590957,1.556335358,11,11,1,4,False
GIFT-Medium,GIFT-Eval,medium,moirai2,multi_seasonal,3,1.656955132,1.097629311,2.340855094,11,11,1,5,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,multi_seasonal,4,1.005611881,0.7898391127,1.230360995,11,11,1,1,True
GIFT-Medium,GIFT-Eval,medium,toto2.0,multi_seasonal,4,1.190144316,0.6941754148,1.989358569,11,11,1,2,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,multi_seasonal,4,1.234077961,0.9680924887,1.576985439,11,11,1,3,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,multi_seasonal,4,1.275618276,0.8496054672,2.053470695,11,11,1,4,False
GIFT-Medium,GIFT-Eval,medium,moirai2,multi_seasonal,4,1.695401267,1.125789515,2.430078738,11,11,1,5,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,multi_seasonal,5,1.031661359,0.8493633834,1.226510919,11,11,1,1,True
GIFT-Medium,GIFT-Eval,medium,Chronos-2,multi_seasonal,5,1.087805536,0.872206159,1.437011433,11,11,1,2,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,multi_seasonal,5,1.206240604,0.7391156002,1.945904555,11,11,1,3,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,multi_seasonal,5,1.351094781,1.026652258,1.756830405,11,11,1,4,False
GIFT-Medium,GIFT-Eval,medium,moirai2,multi_seasonal,5,1.727889795,1.159040691,2.496179311,11,11,1,5,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,predictable_intermittency,1,1.055335333,0.7593602077,1.433908276,11,11,1,1,True
GIFT-Medium,GIFT-Eval,medium,moirai2,predictable_intermittency,1,1.130770018,1.048061594,1.230347571,11,11,1,2,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,predictable_intermittency,1,1.210860732,0.9210889706,1.677587677,11,11,1,3,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,predictable_intermittency,1,1.221670129,0.9949457866,1.640936503,11,11,1,4,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,predictable_intermittency,1,1.496676854,1.005328903,2.3027254,11,11,1,5,False
GIFT-Medium,GIFT-Eval,medium,moirai2,predictable_intermittency,2,1.104523014,1.040652093,1.184307823,11,11,1,1,True
GIFT-Medium,GIFT-Eval,medium,Chronos-2,predictable_intermittency,2,1.220799274,1.006169277,1.601418561,11,11,1,2,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,predictable_intermittency,2,1.281149858,1.025503019,1.753866142,11,11,1,3,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,predictable_intermittency,2,1.672434484,1.037237772,2.822815482,11,11,1,4,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,predictable_intermittency,2,1.707961494,1.016268473,3.062710653,11,11,1,5,False
GIFT-Medium,GIFT-Eval,medium,moirai2,predictable_intermittency,3,1.134881524,1.032069968,1.276515236,11,11,1,1,True
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,predictable_intermittency,3,1.364382424,1.023656149,1.998198314,11,11,1,2,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,predictable_intermittency,3,1.393863735,1.006971934,2.108833905,11,11,1,3,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,predictable_intermittency,3,1.469030162,1.048264674,2.268794889,11,11,1,4,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,predictable_intermittency,3,1.728414766,1.079187822,2.918032628,11,11,1,5,False
GIFT-Medium,GIFT-Eval,medium,moirai2,predictable_intermittency,4,1.116181308,1.039123842,1.220446118,11,11,1,1,True
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,predictable_intermittency,4,1.499013127,1.014494836,2.396870599,11,11,1,2,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,predictable_intermittency,4,1.499046243,1.048938527,2.356293735,11,11,1,3,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,predictable_intermittency,4,1.801525906,1.076080195,3.115601937,11,11,1,4,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,predictable_intermittency,4,2.090081315,1.021024492,4.155027616,11,11,1,5,False
GIFT-Medium,GIFT-Eval,medium,moirai2,predictable_intermittency,5,1.089822254,1.021203412,1.196467908,11,11,1,1,True
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,predictable_intermittency,5,1.253857229,1.044474679,1.626033715,11,11,1,2,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,predictable_intermittency,5,1.534144561,1.019529561,2.491531272,11,11,1,3,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,predictable_intermittency,5,1.601139088,1.06169072,2.615330825,11,11,1,4,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,predictable_intermittency,5,1.993245014,1.08573932,3.673624297,11,11,1,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,regime_switching,1,0.01869910498,0.008481507162,0.03106581633,11,11,1,1,True
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,regime_switching,1,0.06450454393,0.03482778453,0.1041744176,11,11,1,2,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,regime_switching,1,0.09589082721,0.04154418587,0.1618905081,11,11,1,3,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,regime_switching,1,0.1037898281,0.04829223327,0.1943597349,11,11,1,4,False
GIFT-Medium,GIFT-Eval,medium,moirai2,regime_switching,1,0.1681974558,0.0706382711,0.3088031375,11,11,1,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,regime_switching,2,0.02981269825,0.01379496769,0.04747820718,11,11,1,1,True
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,regime_switching,2,0.08122588999,0.04020873371,0.1325604671,11,11,1,2,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,regime_switching,2,0.08331288669,0.05674127806,0.1174744575,11,11,1,3,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,regime_switching,2,0.1381933394,0.06835941008,0.2310867693,11,11,1,4,False
GIFT-Medium,GIFT-Eval,medium,moirai2,regime_switching,2,0.2017689358,0.1344130401,0.2866239419,11,11,1,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,regime_switching,3,0.04395611193,0.02599922138,0.06425832141,11,11,1,1,True
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,regime_switching,3,0.1317603588,0.0673896091,0.2115783897,11,11,1,2,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,regime_switching,3,0.1502425068,0.1005888089,0.2068631361,11,11,1,3,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,regime_switching,3,0.1930816658,0.1129409314,0.2892900032,11,11,1,4,False
GIFT-Medium,GIFT-Eval,medium,moirai2,regime_switching,3,0.2823421493,0.1736249894,0.4001720934,11,11,1,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,regime_switching,4,0.06763605183,0.04426383915,0.0925725382,11,11,1,1,True
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,regime_switching,4,0.1747076796,0.08519112002,0.2832829667,11,11,1,2,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,regime_switching,4,0.2288667967,0.1433085923,0.3380393849,11,11,1,3,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,regime_switching,4,0.2451995727,0.1641567021,0.3493471039,11,11,1,4,False
GIFT-Medium,GIFT-Eval,medium,moirai2,regime_switching,4,0.3487272613,0.221560666,0.4842496634,11,11,1,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,regime_switching,5,0.1062979285,0.06993084182,0.1417898724,11,11,1,1,True
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,regime_switching,5,0.2007777323,0.1137200436,0.2978043864,11,11,1,2,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,regime_switching,5,0.2969382409,0.2321485187,0.3526825109,11,11,1,3,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,regime_switching,5,0.2983481711,0.1813182325,0.4287503257,11,11,1,4,False
GIFT-Medium,GIFT-Eval,medium,moirai2,regime_switching,5,0.3794813149,0.2532388307,0.5001235662,11,11,1,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,time_varying_seasonality,1,0.932528674,0.7437995688,1.131753046,10,11,0.9090909091,1,True
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,time_varying_seasonality,1,1.331990602,0.7927716105,2.017440783,10,11,0.9090909091,2,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,time_varying_seasonality,1,1.407250227,0.9705122108,1.859414417,10,11,0.9090909091,3,False
GIFT-Medium,GIFT-Eval,medium,moirai2,time_varying_seasonality,1,1.642570518,1.174723793,2.140112303,10,11,0.9090909091,4,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,time_varying_seasonality,1,1.986284273,0.9296196514,3.897625111,10,11,0.9090909091,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,time_varying_seasonality,2,0.8526304656,0.6666886819,1.047468365,10,11,0.9090909091,1,True
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,time_varying_seasonality,2,1.088416255,0.6841559341,1.587738006,10,11,0.9090909091,2,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,time_varying_seasonality,2,1.249669522,0.921718932,1.597051577,10,11,0.9090909091,3,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,time_varying_seasonality,2,1.51444718,0.810649502,2.760593472,10,11,0.9090909091,4,False
GIFT-Medium,GIFT-Eval,medium,moirai2,time_varying_seasonality,2,1.547706464,1.16977259,1.957010017,10,11,0.9090909091,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,time_varying_seasonality,3,0.7751814721,0.6064222959,0.9487478385,10,11,0.9090909091,1,True
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,time_varying_seasonality,3,0.9404050463,0.6030868069,1.336310627,10,11,0.9090909091,2,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,time_varying_seasonality,3,1.122336136,0.8859015989,1.379845067,10,11,0.9090909091,3,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,time_varying_seasonality,3,1.194617055,0.6912120491,2.044402614,10,11,0.9090909091,4,False
GIFT-Medium,GIFT-Eval,medium,moirai2,time_varying_seasonality,3,1.68213882,1.130205329,2.448870846,10,11,0.9090909091,5,False
